420;Rähnitzer Allee;Dresden;51.124803;13.743097
421;Hellerhofstraße;Dresden;51.098062;13.73144
422;Hellerberge;Dresden;51.099921;13.735778
423;Wilschdorfer Landstraße;Dresden;51.126328;13.73184
424;Saßnitzer Straße;Dresden;51.118159;13.731063
425;Reineckeweg;Dresden;51.121003;13.721085
426;Keulenbergstraße;Dresden;51.118124;13.724891
427;Waldteichstraße;Dresden;51.116953;13.729932
428;Elsterweg;Dresden;51.114007;13.727966
429;Am Olter;Dresden;51.109651;13.732516
430;Lauterbacher Straße;Dresden;51.092285;13.73722
431;Eschebachstraße;Dresden;51.081636;13.733352
432;Beckerstraße;Dresden;51.118001;13.735642
433;Altwilschdorf;Dresden;51.123085;13.723205
434;Wilschdorf Industriegebiet;Dresden;51.127477;13.722183
435;Am Hellerhof;Dresden;51.094094;13.734703
436;Am Festspielhaus;Dresden;51.116119;13.752111
437;Am Steinacker;Dresden;51.117904;13.761334
438;Ahlbecker Straße;Dresden;51.118598;13.766616
439;Stralsunder Straße;Dresden;51.114881;13.780485
440;Bahnhof Klotzsche;Dresden;51.114916;13.789385
441;Grenzstraße (Bus);Dresden;51.127368;13.781052
442;Bahnhof Grenzstraße;Dresden;51.128242;13.777971
443;Klotzsche Maria-Reiche-Straße;Dresden;51.126239;13.78848
444;Putbuser Weg;Dresden;51.12436;13.779636
445;Sagarder Weg;Dresden;51.12363;13.782722
446;Fontane-Center;Dresden;51.122767;13.78506
447;St.-Marien-Krankenhaus;Dresden;51.121131;13.784497
448;Karlshagener Weg;Dresden;51.118045;13.774051
449;Zinnowitzer Straße;Dresden;51.116524;13.778849
450;Hugo-Junkers-Ring;Dresden;51.129926;13.790179
451;Zur Steinhöhe;Dresden;51.132077;13.779404
452;Zum Windkanal;Dresden;51.134818;13.778295
453;Industriegebiet Nord;Dresden;51.138781;13.782505
454;Ikarusweg;Dresden;51.131147;13.786726
455;Schwimmhalle Klotzsche;Dresden;51.135339;13.780687
456;Wölfnitzer Ring;Dresden;51.040473;13.673523
457;Kapellenweg;Dresden;51.040008;13.666448
